sample	chr	hom	start	end	donor
Sim355	10	H2	149679798	150873537	Mo17
Sim356	10	H1	0	144528096	B73
Sim356	10	H1	144528097	150873537	Mo17
Sim356	10	H2	0	150873537	Mo17
Sim357	10	H1	0	150873537	B73
Sim357	10	H2	0	85018540	Mo17
Sim357	10	H2	85018541	150873537	B73
Sim358	10	H1	0	8125940	B73
Sim358	10	H1	8125941	150873537	Mo17
Sim358	10	H2	0	140711204	Mo17
Sim358	10	H2	140711205	141913698	B73
Sim358	10	H2	141913699	150873537	Mo17
Sim359	10	H1	0	72287437	B73
Sim359	10	H1	72287438	149742598	Mo17
Sim359	10	H1	149742599	150873537	B73
Sim359	10	H2	0	114502873	Mo17
Sim359	10	H2	114502874	142321128	B73
Sim359	10	H2	142321129	150873537	Mo17
Sim360	10	H1	0	150873537	Mo17
Sim360	10	H2	0	150873537	Mo17
Sim361	10	H1	0	150873537	Mo17
Sim361	10	H2	0	140501980	Mo17
Sim361	10	H2	140501981	150873537	B73
Sim362	10	H1	0	150873537	Mo17
Sim362	10	H2	0	150873537	B73
Sim363	10	H1	0	148256944	Mo17
Sim363	10	H1	148256945	150873537	B73
Sim363	10	H2	0	7986056	Mo17
Sim363	10	H2	7986057	150873537	B73
Sim364	10	H1	0	145944325	Mo17
Sim364	10	H1	145944326	150873537	B73
Sim364	10	H2	0	132169896	B73
Sim364	10	H2	132169897	150873537	Mo17
Sim365	10	H1	0	117681368	Mo17
Sim365	10	H1	117681369	150230761	B73
Sim365	10	H1	150230762	150873537	Mo17
Sim365	10	H2	0	6630382	Mo17
Sim365	10	H2	6630383	150873537	B73
Sim366	10	H1	0	150873537	B73
Sim366	10	H2	0	2210290	Mo17
Sim366	10	H2	2210291	17230652	B73
Sim366	10	H2	17230653	150873537	Mo17
Sim367	10	H1	0	136387602	Mo17
Sim367	10	H1	136387603	141089786	B73
Sim367	10	H1	141089787	150873537	Mo17
Sim367	10	H2	0	150873537	Mo17
Sim368	10	H1	0	150873537	Mo17
Sim368	10	H2	0	150372274	Mo17
Sim368	10	H2	150372275	150873537	B73
Sim369	10	H1	0	145278257	B73
Sim369	10	H1	145278258	148573521	Mo17
Sim369	10	H1	148573522	150873537	B73
Sim369	10	H2	0	14484144	Mo17
Sim369	10	H2	14484145	150873537	B73
Sim370	10	H1	0	149995471	Mo17
Sim370	10	H1	149995472	150873537	B73
Sim370	10	H2	0	78230834	Mo17
Sim370	10	H2	78230835	134620068	B73
Sim370	10	H2	134620069	150679063	Mo17
Sim370	10	H2	150679064	150873537	B73
Sim371	10	H1	0	118739617	Mo17
Sim371	10	H1	118739618	150873537	B73
Sim371	10	H2	0	150873537	B73
Sim372	10	H1	0	139008108	B73
Sim372	10	H1	139008109	149340623	Mo17
Sim372	10	H1	149340624	150873537	B73
Sim372	10	H2	0	136919184	Mo17
Sim372	10	H2	136919185	150873537	B73
Sim373	10	H1	0	16155331	Mo17
Sim373	10	H1	16155332	150873537	B73
Sim373	10	H2	0	150873537	Mo17
Sim374	10	H1	0	150873537	Mo17
Sim374	10	H2	0	150873537	B73
Sim375	10	H1	0	139981231	B73
Sim375	10	H1	139981232	149151811	Mo17
Sim375	10	H1	149151812	150873537	B73
Sim375	10	H2	0	150873537	B73
Sim376	10	H1	0	150873537	B73
Sim376	10	H2	0	150873537	B73
Sim377	10	H1	0	15229221	B73
Sim377	10	H1	15229222	122365575	Mo17
Sim377	10	H1	122365576	149869945	B73
Sim377	10	H1	149869946	150873537	Mo17
Sim377	10	H2	0	150873537	Mo17
Sim378	10	H1	0	141824242	B73
Sim378	10	H1	141824243	150873537	Mo17
Sim378	10	H2	0	6035657	Mo17
Sim378	10	H2	6035658	149367394	B73
Sim378	10	H2	149367395	150873537	Mo17
Sim379	10	H1	0	150873537	Mo17
Sim379	10	H2	0	150873537	Mo17
Sim380	10	H1	0	150873537	Mo17
Sim380	10	H2	0	3163323	Mo17
Sim380	10	H2	3163324	148375820	B73
Sim380	10	H2	148375821	150873537	Mo17
Sim381	10	H1	0	150873537	B73
Sim381	10	H2	0	5344539	B73
Sim381	10	H2	5344540	139382532	Mo17
Sim381	10	H2	139382533	148966577	B73
Sim381	10	H2	148966578	150873537	Mo17
Sim382	10	H1	0	143038302	Mo17
Sim382	10	H1	143038303	148846651	B73
Sim382	10	H1	148846652	150873537	Mo17
Sim382	10	H2	0	120609489	B73
Sim382	10	H2	120609490	148959954	Mo17
Sim382	10	H2	148959955	150873537	B73
Sim383	10	H1	0	150873537	Mo17
Sim383	10	H2	0	150873537	B73
Sim384	10	H1	0	140577639	Mo17
Sim384	10	H1	140577640	144981596	B73
Sim384	10	H1	144981597	150873537	Mo17
Sim384	10	H2	0	150873537	B73
Sim385	10	H1	0	150873537	B73
Sim385	10	H2	0	120419537	Mo17
Sim385	10	H2	120419538	150109711	B73
Sim385	10	H2	150109712	150873537	Mo17
Sim386	10	H1	0	150873537	Mo17
Sim386	10	H2	0	150873537	B73
Sim387	10	H1	0	150873537	B73
Sim387	10	H2	0	150873537	B73
Sim388	10	H1	0	142770548	B73
Sim388	10	H1	142770549	147532661	Mo17
Sim388	10	H1	147532662	148845514	B73
Sim388	10	H1	148845515	150873537	Mo17
Sim388	10	H2	0	150873537	Mo17
Sim389	10	H1	0	12847614	Mo17
Sim389	10	H1	12847615	122023454	B73
Sim389	10	H1	122023455	150873537	Mo17
Sim389	10	H2	0	143925032	Mo17
Sim389	10	H2	143925033	147090216	B73
Sim389	10	H2	147090217	149811930	Mo17
Sim389	10	H2	149811931	150873537	B73
Sim390	10	H1	0	132475537	B73
Sim390	10	H1	132475538	150873537	Mo17
Sim390	10	H2	0	150873537	B73
Sim391	10	H1	0	150873537	Mo17
Sim391	10	H2	0	134796496	Mo17
Sim391	10	H2	134796497	150873537	B73
Sim392	10	H1	0	12343313	Mo17
Sim392	10	H1	12343314	87600614	B73
Sim392	10	H1	87600615	150873537	Mo17
Sim392	10	H2	0	142579282	Mo17
Sim392	10	H2	142579283	146647150	B73
Sim392	10	H2	146647151	150873537	Mo17
Sim393	10	H1	0	150873537	Mo17
Sim393	10	H2	0	150873537	Mo17
Sim394	10	H1	0	150873537	Mo17
Sim394	10	H2	0	150873537	Mo17
Sim395	10	H1	0	150873537	B73
Sim395	10	H2	0	150873537	Mo17
Sim396	10	H1	0	150873537	Mo17
Sim396	10	H2	0	150635003	B73
Sim396	10	H2	150635004	150873537	Mo17
Sim397	10	H1	0	150873537	Mo17
Sim397	10	H2	0	150873537	Mo17
Sim398	10	H1	0	144010704	B73
Sim398	10	H1	144010705	150747474	Mo17
Sim398	10	H1	150747475	150873537	B73
Sim398	10	H2	0	77206028	B73
Sim398	10	H2	77206029	150873537	Mo17
Sim399	10	H1	0	150873537	Mo17
Sim399	10	H2	0	12850432	B73
Sim399	10	H2	12850433	79283349	Mo17
Sim399	10	H2	79283350	139931953	B73
Sim399	10	H2	139931954	150873537	Mo17
Sim400	10	H1	0	150873537	Mo17
Sim400	10	H2	0	146711518	Mo17
Sim400	10	H2	146711519	150873537	B73
Sim401	10	H1	0	120468264	B73
Sim401	10	H1	120468265	132500289	Mo17
Sim401	10	H1	132500290	149005013	B73
Sim401	10	H1	149005014	150873537	Mo17
Sim401	10	H2	0	145810490	B73
Sim401	10	H2	145810491	149159764	Mo17
Sim401	10	H2	149159765	150873537	B73
Sim402	10	H1	0	5953297	Mo17
Sim402	10	H1	5953298	142263584	B73
Sim402	10	H1	142263585	150873537	Mo17
Sim402	10	H2	0	150873537	Mo17
Sim403	10	H1	0	150873537	Mo17
Sim403	10	H2	0	149789405	B73
Sim403	10	H2	149789406	150873537	Mo17
Sim404	10	H1	0	145573531	Mo17
Sim404	10	H1	145573532	150873537	B73
Sim404	10	H2	0	150873537	B73
Sim405	10	H1	0	150873537	B73
Sim405	10	H2	0	150873537	Mo17
Sim406	10	H1	0	145831787	B73
Sim406	10	H1	145831788	150873537	Mo17
Sim406	10	H2	0	132365640	B73
Sim406	10	H2	132365641	150873537	Mo17
Sim407	10	H1	0	150873537	Mo17
Sim407	10	H2	0	150873537	B73
Sim408	10	H1	0	150873537	Mo17
Sim408	10	H2	0	146804076	Mo17
Sim408	10	H2	146804077	150873537	B73
Sim409	10	H1	0	140806514	B73
Sim409	10	H1	140806515	141074562	Mo17
Sim409	10	H1	141074563	150873537	B73
Sim409	10	H2	0	150873537	B73
Sim410	10	H1	0	150873537	B73
Sim410	10	H2	0	135521032	Mo17
Sim410	10	H2	135521033	150873537	B73
Sim411	10	H1	0	150873537	B73
Sim411	10	H2	0	5448906	Mo17
Sim411	10	H2	5448907	150873537	B73
Sim412	10	H1	0	150873537	B73
Sim412	10	H2	0	131954140	Mo17
Sim412	10	H2	131954141	150873537	B73
Sim413	10	H1	0	136053954	Mo17
Sim413	10	H1	136053955	150873537	B73
Sim413	10	H2	0	150873537	B73
Sim414	10	H1	0	150873537	B73
Sim414	10	H2	0	150873537	B73
Sim415	10	H1	0	147564098	Mo17
Sim415	10	H1	147564099	150873537	B73
Sim415	10	H2	0	150873537	Mo17
Sim416	10	H1	0	150873537	Mo17
Sim416	10	H2	0	149567116	Mo17
Sim416	10	H2	149567117	150873537	B73
Sim417	10	H1	0	114527633	B73
Sim417	10	H1	114527634	141338879	Mo17
Sim417	10	H1	141338880	150873537	B73
Sim417	10	H2	0	150873537	B73
Sim418	10	H1	0	139334279	Mo17
Sim418	10	H1	139334280	150873537	B73
Sim418	10	H2	0	150873537	Mo17
Sim419	10	H1	0	150873537	Mo17
Sim419	10	H2	0	150873537	B73
Sim420	10	H1	0	150873537	B73
Sim420	10	H2	0	1836287	Mo17
Sim420	10	H2	1836288	11227111	B73
Sim420	10	H2	11227112	142625966	Mo17
Sim420	10	H2	142625967	150873537	B73
Sim421	10	H1	0	149205397	B73
Sim421	10	H1	149205398	150873537	Mo17
Sim421	10	H2	0	150873537	Mo17
Sim422	10	H1	0	110298913	B73
Sim422	10	H1	110298914	150873537	Mo17
Sim422	10	H2	0	150873537	B73
Sim423	10	H1	0	10409838	B73
Sim423	10	H1	10409839	147656635	Mo17
Sim423	10	H1	147656636	150873537	B73
Sim423	10	H2	0	150873537	B73
Sim424	10	H1	0	150873537	B73
Sim424	10	H2	0	74038469	Mo17
Sim424	10	H2	74038470	150050734	B73
Sim424	10	H2	150050735	150873537	Mo17
Sim425	10	H1	0	144172739	B73
Sim425	10	H1	144172740	145858979	Mo17
Sim425	10	H1	145858980	148031067	B73
Sim425	10	H1	148031068	150873537	Mo17
Sim425	10	H2	0	14447673	B73
Sim425	10	H2	14447674	133232039	Mo17
Sim425	10	H2	133232040	150873537	B73
Sim426	10	H1	0	4568225	Mo17
Sim426	10	H1	4568226	150873537	B73
Sim426	10	H2	0	150873537	B73
Sim427	10	H1	0	131974909	Mo17
Sim427	10	H1	131974910	150873537	B73
Sim427	10	H2	0	136357468	Mo17
Sim427	10	H2	136357469	139280370	B73
Sim427	10	H2	139280371	141541974	Mo17
Sim427	10	H2	141541975	150873537	B73
Sim428	10	H1	0	128682901	Mo17
Sim428	10	H1	128682902	150873537	B73
Sim428	10	H2	0	12621655	B73
Sim428	10	H2	12621656	72571419	Mo17
Sim428	10	H2	72571420	86737819	B73
Sim428	10	H2	86737820	150873537	Mo17
Sim429	10	H1	0	140678226	Mo17
Sim429	10	H1	140678227	150873537	B73
Sim429	10	H2	0	141504225	Mo17
Sim429	10	H2	141504226	149799065	B73
Sim429	10	H2	149799066	150873537	Mo17
Sim430	10	H1	0	150873537	Mo17
Sim430	10	H2	0	122040222	Mo17
Sim430	10	H2	122040223	139418299	B73
Sim430	10	H2	139418300	150873537	Mo17
Sim431	10	H1	0	150873537	B73
Sim431	10	H2	0	147202702	Mo17
Sim431	10	H2	147202703	150873537	B73
Sim432	10	H1	0	150873537	B73
Sim432	10	H2	0	148479770	Mo17
Sim432	10	H2	148479771	150873537	B73
Sim433	10	H1	0	150873537	B73
Sim433	10	H2	0	150873537	B73
Sim434	10	H1	0	150873537	B73
Sim434	10	H2	0	150873537	B73
Sim435	10	H1	0	16631982	B73
Sim435	10	H1	16631983	82738290	Mo17
Sim435	10	H1	82738291	150873537	B73
Sim435	10	H2	0	150452292	Mo17
Sim435	10	H2	150452293	150873537	B73
Sim436	10	H1	0	150873537	B73
Sim436	10	H2	0	143849742	B73
Sim436	10	H2	143849743	150873537	Mo17
Sim437	10	H1	0	150873537	B73
Sim437	10	H2	0	5778262	B73
Sim437	10	H2	5778263	150873537	Mo17
Sim438	10	H1	0	150873537	B73
Sim438	10	H2	0	137659983	B73
Sim438	10	H2	137659984	150873537	Mo17
Sim439	10	H1	0	148971384	Mo17
Sim439	10	H1	148971385	150873537	B73
Sim439	10	H2	0	11531056	Mo17
Sim439	10	H2	11531057	150873537	B73
Sim440	10	H1	0	144118921	Mo17
Sim440	10	H1	144118922	150873537	B73
Sim440	10	H2	0	5294076	Mo17
Sim440	10	H2	5294077	150873537	B73
Sim441	10	H1	0	150873537	Mo17
Sim441	10	H2	0	140307070	B73
Sim441	10	H2	140307071	150873537	Mo17
Sim442	10	H1	0	140376976	B73
Sim442	10	H1	140376977	143111726	Mo17
Sim442	10	H1	143111727	147206824	B73
Sim442	10	H1	147206825	150873537	Mo17
Sim442	10	H2	0	150873537	Mo17
Sim443	10	H1	0	150873537	Mo17
Sim443	10	H2	0	150873537	Mo17
Sim444	10	H1	0	150873537	B73
Sim444	10	H2	0	150873537	Mo17
Sim445	10	H1	0	141040430	Mo17
Sim445	10	H1	141040431	148211677	B73
Sim445	10	H1	148211678	148353730	Mo17
Sim445	10	H1	148353731	150873537	B73
Sim445	10	H2	0	5125088	Mo17
Sim445	10	H2	5125089	14792995	B73
Sim445	10	H2	14792996	150873537	Mo17
Sim446	10	H1	0	140042612	Mo17
Sim446	10	H1	140042613	150873537	B73
Sim446	10	H2	0	150182502	B73
Sim446	10	H2	150182503	150873537	Mo17
Sim447	10	H1	0	142324327	Mo17
Sim447	10	H1	142324328	146470439	B73
Sim447	10	H1	146470440	147229295	Mo17
Sim447	10	H1	147229296	150873537	B73
Sim447	10	H2	0	149903331	Mo17
Sim447	10	H2	149903332	150873537	B73
Sim448	10	H1	0	150873537	B73
Sim448	10	H2	0	143991313	B73
Sim448	10	H2	143991314	150873537	Mo17
Sim449	10	H1	0	133582583	Mo17
Sim449	10	H1	133582584	143872738	B73
Sim449	10	H1	143872739	150873537	Mo17
Sim449	10	H2	0	150873537	B73
Sim450	10	H1	0	99943046	B73
Sim450	10	H1	99943047	141997294	Mo17
Sim450	10	H1	141997295	150873537	B73
Sim450	10	H2	0	150873537	Mo17
Sim451	10	H1	0	3817457	B73
Sim451	10	H1	3817458	5203353	Mo17
Sim451	10	H1	5203354	23057522	B73
Sim451	10	H1	23057523	150873537	Mo17
Sim451	10	H2	0	10990502	B73
Sim451	10	H2	10990503	136709767	Mo17
Sim451	10	H2	136709768	143866688	B73
Sim451	10	H2	143866689	150848883	Mo17
Sim451	10	H2	150848884	150873537	B73
Sim452	10	H1	0	150873537	B73
Sim452	10	H2	0	150692199	Mo17
Sim452	10	H2	150692200	150873537	B73
Sim453	10	H1	0	150873537	Mo17
Sim453	10	H2	0	150873537	Mo17
Sim454	10	H1	0	150873537	B73
Sim454	10	H2	0	150873537	Mo17
Sim455	10	H1	0	143636129	B73
Sim455	10	H1	143636130	150873537	Mo17
Sim455	10	H2	0	150873537	Mo17
Sim456	10	H1	0	87808369	Mo17
Sim456	10	H1	87808370	94871267	B73
Sim456	10	H1	94871268	145411058	Mo17
Sim456	10	H1	145411059	150873537	B73
Sim456	10	H2	0	150873537	B73
Sim457	10	H1	0	132702382	Mo17
Sim457	10	H1	132702383	150873537	B73
Sim457	10	H2	0	150873537	B73
Sim458	10	H1	0	150873537	Mo17
Sim458	10	H2	0	148611057	Mo17
Sim458	10	H2	148611058	148678106	B73
Sim458	10	H2	148678107	150873537	Mo17
Sim459	10	H1	0	150873537	B73
Sim459	10	H2	0	9287917	Mo17
Sim459	10	H2	9287918	88031642	B73
Sim459	10	H2	88031643	148984462	Mo17
Sim459	10	H2	148984463	150873537	B73
Sim460	10	H1	0	138281765	B73
Sim460	10	H1	138281766	150873537	Mo17
Sim460	10	H2	0	150873537	Mo17
Sim461	10	H1	0	150873537	Mo17
Sim461	10	H2	0	10795063	Mo17
Sim461	10	H2	10795064	148259592	B73
Sim461	10	H2	148259593	150873537	Mo17
Sim462	10	H1	0	150873537	Mo17
Sim462	10	H2	0	113880661	Mo17
Sim462	10	H2	113880662	150873537	B73
Sim463	10	H1	0	5196683	Mo17
Sim463	10	H1	5196684	150873537	B73
Sim463	10	H2	0	150873537	B73
Sim464	10	H1	0	150873537	Mo17
Sim464	10	H2	0	94356113	Mo17
Sim464	10	H2	94356114	150873537	B73
Sim465	10	H1	0	148788364	Mo17
Sim465	10	H1	148788365	150873537	B73
Sim465	10	H2	0	150873537	Mo17
Sim466	10	H1	0	137163699	B73
Sim466	10	H1	137163700	147830992	Mo17
Sim466	10	H1	147830993	149633327	B73
Sim466	10	H1	149633328	150873537	Mo17
Sim466	10	H2	0	150873537	Mo17
Sim467	10	H1	0	150873537	B73
Sim467	10	H2	0	150873537	Mo17
Sim468	10	H1	0	150873537	Mo17
Sim468	10	H2	0	150595347	Mo17
Sim468	10	H2	150595348	150873537	B73
Sim469	10	H1	0	150873537	B73
Sim469	10	H2	0	150873537	Mo17
Sim470	10	H1	0	150241490	B73
Sim470	10	H1	150241491	150873537	Mo17
Sim470	10	H2	0	150873537	B73
Sim471	10	H1	0	6056419	B73
Sim471	10	H1	6056420	150873537	Mo17
Sim471	10	H2	0	150873537	B73
Sim472	10	H1	0	111431652	B73
Sim472	10	H1	111431653	116051959	Mo17
Sim472	10	H1	116051960	150873537	B73
Sim472	10	H2	0	150873537	Mo17
Sim473	10	H1	0	150873537	B73
Sim473	10	H2	0	141834367	B73
Sim473	10	H2	141834368	150873537	Mo17
Sim474	10	H1	0	150873537	B73
Sim474	10	H2	0	146984387	B73
Sim474	10	H2	146984388	150873537	Mo17
Sim475	10	H1	0	150873537	B73
Sim475	10	H2	0	150873537	Mo17
Sim476	10	H1	0	9434401	Mo17
Sim476	10	H1	9434402	150873537	B73
Sim476	10	H2	0	144020953	B73
Sim476	10	H2	144020954	150873537	Mo17
Sim477	10	H1	0	150873537	Mo17
Sim477	10	H2	0	150222466	B73
Sim477	10	H2	150222467	150873537	Mo17
Sim478	10	H1	0	150873537	B73
Sim478	10	H2	0	150873537	B73
Sim479	10	H1	0	145187193	Mo17
Sim479	10	H1	145187194	150873537	B73
Sim479	10	H2	0	3267551	B73
Sim479	10	H2	3267552	150873537	Mo17
Sim480	10	H1	0	150873537	B73
Sim480	10	H2	0	147389270	B73
Sim480	10	H2	147389271	150873537	Mo17
Sim481	10	H1	0	107958130	Mo17
Sim481	10	H1	107958131	150873537	B73
Sim481	10	H2	0	146978631	B73
Sim481	10	H2	146978632	150873537	Mo17
Sim482	10	H1	0	150873537	B73
Sim482	10	H2	0	2671772	B73
Sim482	10	H2	2671773	144344441	Mo17
Sim482	10	H2	144344442	150873537	B73
Sim483	10	H1	0	150873537	Mo17
Sim483	10	H2	0	144169693	Mo17
Sim483	10	H2	144169694	145588303	B73
Sim483	10	H2	145588304	149618385	Mo17
Sim483	10	H2	149618386	150873537	B73
Sim484	10	H1	0	6428515	B73
Sim484	10	H1	6428516	146464507	Mo17
Sim484	10	H1	146464508	147930422	B73
Sim484	10	H1	147930423	150873537	Mo17
Sim484	10	H2	0	150873537	Mo17
Sim485	10	H1	0	143030889	Mo17
Sim485	10	H1	143030890	150873537	B73
Sim485	10	H2	0	150873537	Mo17
Sim486	10	H1	0	135650526	Mo17
Sim486	10	H1	135650527	150873537	B73
Sim486	10	H2	0	150873537	Mo17
Sim487	10	H1	0	147890931	Mo17
Sim487	10	H1	147890932	150873537	B73
Sim487	10	H2	0	1082602	B73
Sim487	10	H2	1082603	91742104	Mo17
Sim487	10	H2	91742105	148522737	B73
Sim487	10	H2	148522738	148946470	Mo17
Sim487	10	H2	148946471	150873537	B73
Sim488	10	H1	0	144373534	B73
Sim488	10	H1	144373535	150873537	Mo17
Sim488	10	H2	0	149939342	Mo17
Sim488	10	H2	149939343	150231038	B73
Sim488	10	H2	150231039	150873537	Mo17
Sim489	10	H1	0	145662546	Mo17
Sim489	10	H1	145662547	150158095	B73
Sim489	10	H1	150158096	150873537	Mo17
Sim489	10	H2	0	3790646	B73
Sim489	10	H2	3790647	5301583	Mo17
Sim489	10	H2	5301584	150873537	B73
Sim490	10	H1	0	139460337	B73
Sim490	10	H1	139460338	150873537	Mo17
Sim490	10	H2	0	150873537	B73
Sim491	10	H1	0	141125026	Mo17
Sim491	10	H1	141125027	150873537	B73
Sim491	10	H2	0	150873537	B73
Sim492	10	H1	0	149323359	B73
Sim492	10	H1	149323360	150873537	Mo17
Sim492	10	H2	0	115706619	B73
Sim492	10	H2	115706620	141806111	Mo17
Sim492	10	H2	141806112	143325654	B73
Sim492	10	H2	143325655	150873537	Mo17
Sim493	10	H1	0	79257399	Mo17
Sim493	10	H1	79257400	136146781	B73
Sim493	10	H1	136146782	150873537	Mo17
Sim493	10	H2	0	150873537	B73
Sim494	10	H1	0	137342367	Mo17
Sim494	10	H1	137342368	140000828	B73
Sim494	10	H1	140000829	148834845	Mo17
Sim494	10	H1	148834846	150873537	B73
Sim494	10	H2	0	146636914	Mo17
Sim494	10	H2	146636915	150873537	B73
Sim495	10	H1	0	1261604	Mo17
Sim495	10	H1	1261605	150873537	B73
Sim495	10	H2	0	5528586	B73
Sim495	10	H2	5528587	145481081	Mo17
Sim495	10	H2	145481082	150873537	B73
Sim496	10	H1	0	150873537	B73
Sim496	10	H2	0	150873537	B73
Sim497	10	H1	0	150873537	Mo17
Sim497	10	H2	0	148885836	Mo17
Sim497	10	H2	148885837	150547302	B73
Sim497	10	H2	150547303	150873537	Mo17
Sim498	10	H1	0	145783735	B73
Sim498	10	H1	145783736	149380152	Mo17
Sim498	10	H1	149380153	150873537	B73
Sim498	10	H2	0	100005743	Mo17
Sim498	10	H2	100005744	117208406	B73
Sim498	10	H2	117208407	145867248	Mo17
Sim498	10	H2	145867249	149764685	B73
Sim498	10	H2	149764686	150873537	Mo17
Sim499	10	H1	0	148790692	Mo17
Sim499	10	H1	148790693	150873537	B73
Sim499	10	H2	0	150873537	Mo17
Sim500	10	H1	0	150873537	B73
Sim500	10	H2	0	150873537	Mo17
